PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"36699522","Microfluidic cell engineering on high-density microelectrode arrays for assessing structure-function relationships in living neuronal networks","Sato Y, Yamamoto H, Kato H, Tanii T, Sato S, Hirano-Iwata A.","Front Neurosci. 2023 Jan 9;16:943310. doi: 10.3389/fnins.2022.943310. eCollection 2022.","Sato Y","Front Neurosci","2023","2023/01/26","PMC9868575","","10.3389/fnins.2022.943310"
"30725736","Bone Age","Subramanian S, Viswanathan VK.","2023 Jan 16. In: StatPearls [Internet]. Treasure Island (FL): StatPearls Publishing; 2023 Jan–.","Subramanian SViswanathan VK","StatPearls","2023","2023/01/16","","",""
"36637029","Trait- and State-Dependent Changes in Cortical-Subcortical Functional Networks Across the Adult Lifespan","Wang Z, Yang J, Zheng Z, Cao W, Dong L, Li H, Wen X, Luo C, Cai Q, Jian W, Yao D.","J Magn Reson Imaging. 2023 Sep;58(3):720-731. doi: 10.1002/jmri.28599. Epub 2023 Jan 13.","Wang Z","J Magn Reson Imaging","2023","2023/01/13","","","10.1002/jmri.28599"
"36617430","Weaving a story: Narrative formation over prolonged time scales engages social cognition and frontoparietal networks","Assouline A, Mendelsohn A.","Eur J Neurosci. 2023 Mar;57(5):809-823. doi: 10.1111/ejn.15909. Epub 2023 Jan 18.","Assouline A","Eur J Neurosci","2023","2023/01/08","","","10.1111/ejn.15909"
"36590039","Current investigative modalities for detecting and staging lung cancers: a comprehensive summary","Philip B, Jain A, Wojtowicz M, Khan I, Voller C, Patel RSK, Elmahdi D, Harky A.","Indian J Thorac Cardiovasc Surg. 2023 Jan;39(1):42-52. doi: 10.1007/s12055-022-01430-2. Epub 2022 Dec 1.","Philip B","Indian J Thorac Cardiovasc Surg","2023","2023/01/02","PMC9794670","","10.1007/s12055-022-01430-2"
"36556891","Non-Volatile Memory and Synaptic Characteristics of TiN/CeO(x)/Pt RRAM Devices","Ha H, Pyo J, Lee Y, Kim S.","Materials (Basel). 2022 Dec 19;15(24):9087. doi: 10.3390/ma15249087.","Ha H","Materials (Basel)","2022","2022/12/23","PMC9786700","","10.3390/ma15249087"
"36542452","Disorganization of Semantic Brain Networks in Schizophrenia Revealed by fMRI","Matsumoto Y, Nishida S, Hayashi R, Son S, Murakami A, Yoshikawa N, Ito H, Oishi N, Masuda N, Murai T, Friston K, Nishimoto S, Takahashi H.","Schizophr Bull. 2023 Mar 15;49(2):498-506. doi: 10.1093/schbul/sbac157.","Matsumoto Y","Schizophr Bull","2023","2022/12/21","PMC10016409","","10.1093/schbul/sbac157"
"36506797","A functional neuroimaging dataset acquired during naturalistic movie watching and narrated recall of a series of short cinematic films","Lee H, Chen J, Hasson U.","Data Brief. 2022 Nov 29;46:108788. doi: 10.1016/j.dib.2022.108788. eCollection 2023 Feb.","Lee H","Data Brief","2022","2022/12/12","PMC9727629","","10.1016/j.dib.2022.108788"
"36504628","Context effects in language comprehension: The role of emotional state and attention on semantic and syntactic processing","Chwilla DJ.","Front Hum Neurosci. 2022 Nov 25;16:1014547. doi: 10.3389/fnhum.2022.1014547. eCollection 2022.","Chwilla DJ","Front Hum Neurosci","2022","2022/12/12","PMC9732474","","10.3389/fnhum.2022.1014547"
"36501983","Feature Selection for Continuous within- and Cross-User EEG-Based Emotion Recognition","Bendrich N, Kumar P, Scheme E.","Sensors (Basel). 2022 Nov 29;22(23):9282. doi: 10.3390/s22239282.","Bendrich N","Sensors (Basel)","2022","2022/12/11","PMC9737269","","10.3390/s22239282"
"36467199","The impact of background music on film audience's attentional processes: Electroencephalography alpha-rhythm and event-related potential analyses","Kwon YS, Lee J, Lee SS.","Front Psychol. 2022 Nov 17;13:933497. doi: 10.3389/fpsyg.2022.933497. eCollection 2022.","Kwon YS","Front Psychol","2022","2022/12/05","PMC9713244","","10.3389/fpsyg.2022.933497"
"36453449","Emotional states as distinct configurations of functional brain networks","Dan R, Weinstock M, Goelman G.","Cereb Cortex. 2023 Apr 25;33(9):5727-5739. doi: 10.1093/cercor/bhac455.","Dan R","Cereb Cortex","2023","2022/12/01","","","10.1093/cercor/bhac455"
"36438632","Neural dynamics during emotional video engagement relate to anxiety","Nan J, Balasubramani PP, Ramanathan D, Mishra J.","Front Hum Neurosci. 2022 Nov 11;16:993606. doi: 10.3389/fnhum.2022.993606. eCollection 2022.","Nan J","Front Hum Neurosci","2022","2022/11/28","PMC9691839","","10.3389/fnhum.2022.993606"
"36426793","Habitual night waking associates with dynamics of waking cortical theta power in infancy","Gossé LK, Wiesemann F, Elwell CE, Jones EJH.","Dev Psychobiol. 2022 Dec;64(8):e22344. doi: 10.1002/dev.22344.","Gossé LK","Dev Psychobiol","2022","2022/11/25","PMC9828365","","10.1002/dev.22344"
"36426782","Child emotion inhibition mediates the effect of parent's adaptive cognitive emotion regulation on child frontal EEG asymmetry during reappraisal","Meza-Cervera T, Tucker A, Liu R, Bell MA.","Dev Psychobiol. 2022 Dec;64(8):e22339. doi: 10.1002/dev.22339.","Meza-Cervera T","Dev Psychobiol","2022","2022/11/25","PMC9708094","NIHMS1841063","10.1002/dev.22339"
"36418674","Are inter-subject functional correlations consistent across different movies?","Ye M, Liu J, Guan Y, Ma H, Tian L.","Brain Imaging Behav. 2023 Feb;17(1):44-53. doi: 10.1007/s11682-022-00740-8. Epub 2022 Nov 23.","Ye M","Brain Imaging Behav","2023","2022/11/23","","","10.1007/s11682-022-00740-8"
"36382454","[Study of characteristics and treatment of ""kissing fracture"" of humeroradial joint]","Jiang Y, Zhou Z, Wei C, Tang W, Xu K.","Zhongguo Xiu Fu Chong Jian Wai Ke Za Zhi. 2022 Nov 15;36(11):1369-1373. doi: 10.7507/1002-1892.202206093.","Jiang Y","Zhongguo Xiu Fu Chong Jian Wai Ke Za Zhi","2022","2022/11/16","PMC9681588","","10.7507/1002-1892.202206093"
"36329304","Simple, inexpensive, and ergonomic phantom for quality assurance control of MRI guided Focused Ultrasound systems","Antoniou A, Damianou C.","J Ultrasound. 2023 Jun;26(2):401-408. doi: 10.1007/s40477-022-00740-w. Epub 2022 Nov 4.","Antoniou A","J Ultrasound","2023","2022/11/04","PMC10247591","","10.1007/s40477-022-00740-w"
"36326213","Intracranial human recordings reveal association between neural activity and perceived intensity for the pain of others in the insula","Soyman E, Bruls R, Ioumpa K, Müller-Pinzler L, Gallo S, Qin C, van Straaten ECW, Self MW, Peters JC, Possel JK, Onuki Y, Baayen JC, Idema S, Keysers C, Gazzola V.","Elife. 2022 Nov 3;11:e75197. doi: 10.7554/eLife.75197.","Soyman E","Elife","2022","2022/11/03","PMC9678359","","10.7554/eLife.75197"
"36300015","Validation of PiezoSleep Scoring Against EEG/EMG Sleep Scoring in Rats","Topchiy I, Fink AM, Maki KA, Calik MW.","Nat Sci Sleep. 2022 Oct 20;14:1877-1886. doi: 10.2147/NSS.S381367. eCollection 2022.","Topchiy I","Nat Sci Sleep","2022","2022/10/27","PMC9590343","","10.2147/NSS.S381367"
"36288926","Virtual reality-based sensorimotor adaptation shapes subsequent spontaneous and naturalistic stimulus-driven brain activity","Wilf M, Dupuis C, Nardo D, Huber D, Sander S, Al-Kaar J, Haroud M, Perrin H, Fornari E, Crottaz-Herbette S, Serino A.","Cereb Cortex. 2023 Apr 25;33(9):5163-5180. doi: 10.1093/cercor/bhac407.","Wilf M","Cereb Cortex","2023","2022/10/26","PMC10152055","","10.1093/cercor/bhac407"
"36282757","Empathy for others versus for one's child: Associations with mothers' brain activation during a social cognitive task and with their toddlers' functioning","Ojha A, Miller JG, King LS, Davis EG, Humphreys KL, Gotlib IH.","Dev Psychobiol. 2022 Nov;64(7):e22313. doi: 10.1002/dev.22313.","Ojha A","Dev Psychobiol","2022","2022/10/25","PMC9608359","NIHMS1821348","10.1002/dev.22313"
"36270161","State-like changes in the salience network correlate with delusion severity in first-episode psychosis patients","Panula JM, Alho J, Lindgren M, Kieseppä T, Suvisaari J, Raij TT.","Neuroimage Clin. 2022;36:103234. doi: 10.1016/j.nicl.2022.103234. Epub 2022 Oct 17.","Panula JM","Neuroimage Clin","2022","2022/10/21","PMC9668644","","10.1016/j.nicl.2022.103234"
"36260764","""This looks like a movie"": a case report of post-surgical amnesia","Pozueta A, García-Martínez M, Bravo M, Lage C, López-García S, Martínez-Dubarbie F, Corrales-Pardo A, Sedano-Tous MJ, Sánchez-Juan P, Rodríguez-Rodríguez E.","Neurocase. 2022 Aug;28(4):410-414. doi: 10.1080/13554794.2022.2136003. Epub 2022 Oct 19.","Pozueta A","Neurocase","2022","2022/10/19","","","10.1080/13554794.2022.2136003"
"36248685","A hybrid learning framework for fine-grained interpretation of brain spatiotemporal patterns during naturalistic functional magnetic resonance imaging","Yu S, Shi E, Wang R, Zhao S, Liu T, Jiang X, Zhang S.","Front Hum Neurosci. 2022 Sep 30;16:944543. doi: 10.3389/fnhum.2022.944543. eCollection 2022.","Yu S","Front Hum Neurosci","2022","2022/10/17","PMC9563232","","10.3389/fnhum.2022.944543"
"36213738","Thalamo-cortical inter-subject functional correlation during movie watching across the adult lifespan","Niu J, Zheng Z, Wang Z, Xu L, Meng Q, Zhang X, Kuang L, Wang S, Dong L, Qiu J, Jiao Q, Cao W.","Front Neurosci. 2022 Sep 21;16:984571. doi: 10.3389/fnins.2022.984571. eCollection 2022.","Niu J","Front Neurosci","2022","2022/10/10","PMC9534554","","10.3389/fnins.2022.984571"
"36201412","A Novel Domain Adversarial Networks Based on 3D-LSTM and Local Domain Discriminator for Hearing-Impaired Emotion Recognition","Tian Z, Li D, Yang Y, Hou F, Yang Z, Song Y, Gao Q.","IEEE J Biomed Health Inform. 2023 Jan;27(1):363-373. doi: 10.1109/JBHI.2022.3212475. Epub 2023 Jan 4.","Tian Z","IEEE J Biomed Health Inform","2023","2022/10/06","","","10.1109/JBHI.2022.3212475"
"36188450","Maternal sensitivity at the age of 8 months associates with local connectivity of the medial prefrontal cortex in children at 5 years of age","Copeland A, Korja R, Nolvi S, Rajasilta O, Pulli EP, Kumpulainen V, Silver E, Saukko E, Hakanen H, Holmberg E, Kataja EL, Häkkinen S, Parkkola R, Lähdesmäki T, Karlsson L, Karlsson H, Tuulari JJ.","Front Neurosci. 2022 Sep 15;16:920995. doi: 10.3389/fnins.2022.920995. eCollection 2022.","Copeland A","Front Neurosci","2022","2022/10/03","PMC9520291","","10.3389/fnins.2022.920995"
"36167576","Relations between family cohesion and adolescent-parent's neural synchrony in response to emotional stimulations","Deng X, Lin M, Zhang L, Li X, Gao Q.","Behav Brain Funct. 2022 Sep 27;18(1):11. doi: 10.1186/s12993-022-00197-1.","Deng X","Behav Brain Funct","2022","2022/09/27","PMC9516805","","10.1186/s12993-022-00197-1"
"36161175","Functional near-infrared spectroscopy imaging of the prefrontal cortex during a naturalistic comedy movie","Somech N, Mizrahi T, Caspi Y, Axelrod V.","Front Neurosci. 2022 Sep 8;16:913540. doi: 10.3389/fnins.2022.913540. eCollection 2022.","Somech N","Front Neurosci","2022","2022/09/26","PMC9493198","","10.3389/fnins.2022.913540"
"36152565","Automatic recognition of schizophrenia from facial videos using 3D convolutional neural network","Huang J, Zhao Y, Qu W, Tian Z, Tan Y, Wang Z, Tan S.","Asian J Psychiatr. 2022 Nov;77:103263. doi: 10.1016/j.ajp.2022.103263. Epub 2022 Sep 17.","Huang J","Asian J Psychiatr","2022","2022/09/24","","","10.1016/j.ajp.2022.103263"
"36148587","Totally Organic Hydrogel-Based Self-Closing Cuff Electrode for Vagus Nerve Stimulation","Terutsuki D, Yoroizuka H, Osawa SI, Ogihara Y, Abe H, Nakagawa A, Iwasaki M, Nishizawa M.","Adv Healthc Mater. 2022 Dec;11(23):e2201627. doi: 10.1002/adhm.202201627. Epub 2022 Oct 5.","Terutsuki D","Adv Healthc Mater","2022","2022/09/23","","","10.1002/adhm.202201627"
"36137356","Early stressful experiences are associated with reduced neural responses to naturalistic emotional and social content in children","Park AT, Richardson H, Tooley UA, McDermott CL, Boroshok AL, Ke A, Leonard JA, Tisdall MD, Deater-Deckard K, Edgar JC, Mackey AP.","Dev Cogn Neurosci. 2022 Sep 16;57:101152. doi: 10.1016/j.dcn.2022.101152. Online ahead of print.","Park AT","Dev Cogn Neurosci","2022","2022/09/22","PMC9493069","","10.1016/j.dcn.2022.101152"
"36117636","A tale of two connectivities: intra- and inter-subject functional connectivity jointly enable better prediction of social abilities","Xie H, Redcay E.","Front Neurosci. 2022 Sep 1;16:875828. doi: 10.3389/fnins.2022.875828. eCollection 2022.","Xie H","Front Neurosci","2022","2022/09/19","PMC9475068","","10.3389/fnins.2022.875828"
"36111482","[Evaluation methods of postoperative healing of supraspinatus tendon tear]","Ning Z, Shi Z, Yang G, Zhong R, Yu H, Wang Y, Wang G, Li Y.","Zhongguo Xiu Fu Chong Jian Wai Ke Za Zhi. 2022 Sep 15;36(9):1172-1177. doi: 10.7507/1002-1892.202206054.","Ning Z","Zhongguo Xiu Fu Chong Jian Wai Ke Za Zhi","2022","2022/09/16","PMC9626287","","10.7507/1002-1892.202206054"
"36100086","Functional connectivity of cortical resting-state networks is differentially affected by rest conditions","Fernandez Z, Scheel N, Baker JH, Zhu DC.","Brain Res. 2022 Dec 1;1796:148081. doi: 10.1016/j.brainres.2022.148081. Epub 2022 Sep 12.","Fernandez Z","Brain Res","2022","2022/09/13","","","10.1016/j.brainres.2022.148081"
"36085662","Multimodal Emotion Recognition in Response to Oil Paintings","Luo S, Lan YT, Peng D, Li Z, Zheng WL, Lu BL.","Annu Int Conf IEEE Eng Med Biol Soc. 2022 Jul;2022:4167-4170. doi: 10.1109/EMBC48229.2022.9871630.","Luo S","Annu Int Conf IEEE Eng Med Biol Soc","2022","2022/09/10","","","10.1109/EMBC48229.2022.9871630"
"36073535","Attentional M100 gain modulation localizes to auditory sensory cortex and is deficient in first-episode psychosis","Curtis MT, Ren X, Coffman BA, Salisbury DF.","Hum Brain Mapp. 2023 Jan;44(1):218-228. doi: 10.1002/hbm.26067. Epub 2022 Sep 8.","Curtis MT","Hum Brain Mapp","2023","2022/09/08","PMC9783396","","10.1002/hbm.26067"
"35993758","In Vivo Wide-Field and Two-Photon Calcium Imaging from a Mouse using a Large Cranial Window","Manita S, Shigetomi E, Bito H, Koizumi S, Kitamura K.","J Vis Exp. 2022 Aug 4;(186). doi: 10.3791/64224.","Manita S","J Vis Exp","2022","2022/08/22","","","10.3791/64224"
"35988200","Preparation of Nano-microbubbles and Curative Effect of 125I Particles for Primary Liver Cancer Guided by Abdominal Interventional Ultrasound","Chen Y, Gao S, Jin Y, Wang X.","Cell Mol Biol (Noisy-le-grand). 2022 Mar 31;68(3):131-139. doi: 10.14715/cmb/2022.68.3.16.","Chen Y","Cell Mol Biol (Noisy-le-grand)","2022","2022/08/21","","","10.14715/cmb/2022.68.3.16"
"35950272","Dosimetric evaluation of respiratory gating on a 0.35-T magnetic resonance-guided radiotherapy linac","Charters JA, Abdulkadir Y, O'Connell D, Yang Y, Lamb JM.","J Appl Clin Med Phys. 2022 Sep;23(9):e13666. doi: 10.1002/acm2.13666. Epub 2022 Aug 10.","Charters JA","J Appl Clin Med Phys","2022","2022/08/11","PMC9815517","","10.1002/acm2.13666"
"35840823","Classifying oscillatory brain activity associated with Indian Rasas using network metrics","Pandey P, Tripathi R, Miyapuram KP.","Brain Inform. 2022 Jul 15;9(1):15. doi: 10.1186/s40708-022-00163-7.","Pandey P","Brain Inform","2022","2022/07/15","PMC9287523","","10.1186/s40708-022-00163-7"
"35817325","First experimental demonstration of VMAT combined with MLC tracking for single and multi fraction lung SBRT on an MR-linac","Uijtewaal P, Borman PTS, Woodhead PL, Kontaxis C, Hackett SL, Verhoeff J, Raaymakers BW, Fast MF.","Radiother Oncol. 2022 Sep;174:149-157. doi: 10.1016/j.radonc.2022.07.004. Epub 2022 Jul 9.","Uijtewaal P","Radiother Oncol","2022","2022/07/11","","","10.1016/j.radonc.2022.07.004"
"35815969","Topographical EEG Recordings of Visual Evoked Potentials in Mice using Multichannel Thin-film Electrodes","Land R, Sentis SC, Kral A.","J Vis Exp. 2022 Jun 23;(184). doi: 10.3791/64034.","Land R","J Vis Exp","2022","2022/07/11","","","10.3791/64034"
"35787304","Developmental changes in story-evoked responses in the neocortex and hippocampus","Cohen SS, Tottenham N, Baldassano C.","Elife. 2022 Jul 5;11:e69430. doi: 10.7554/eLife.69430.","Cohen SS","Elife","2022","2022/07/05","PMC9328767","","10.7554/eLife.69430"
"35767066","Dynamic and stationary brain connectivity during movie watching as revealed by functional MRI","Di X, Zhang Z, Xu T, Biswal BB.","Brain Struct Funct. 2022 Sep;227(7):2299-2312. doi: 10.1007/s00429-022-02522-w. Epub 2022 Jun 29.","Di X","Brain Struct Funct","2022","2022/06/29","PMC9420792","NIHMS1818006","10.1007/s00429-022-02522-w"
"35741679","A Single Session of SMR-Neurofeedback Training Improves Selective Attention Emerging from a Dynamic Structuring of Brain-Heart Interplay","Bouny P, Arsac LM, Pratviel Y, Boffet A, Touré Cuq E, Deschodt-Arsac V.","Brain Sci. 2022 Jun 17;12(6):794. doi: 10.3390/brainsci12060794.","Bouny P","Brain Sci","2022","2022/06/24","PMC9221475","","10.3390/brainsci12060794"
"35741588","Cardiac-Brain Dynamics Depend on Context Familiarity and Their Interaction Predicts Experience of Emotional Arousal","Mishra S, Srinivasan N, Tiwary US.","Brain Sci. 2022 May 29;12(6):702. doi: 10.3390/brainsci12060702.","Mishra S","Brain Sci","2022","2022/06/24","PMC9220998","","10.3390/brainsci12060702"
"35694595","Personality Prediction with Hybrid Genetic Programming using Portable EEG Device","Bhardwaj H, Tomar P, Sakalle A, Sakalle M, Asthana R, Bhardwaj A, Ibrahim W.","Comput Intell Neurosci. 2022 Jun 1;2022:4867630. doi: 10.1155/2022/4867630. eCollection 2022.","Bhardwaj H","Comput Intell Neurosci","2022","2022/06/13","PMC9177303","","10.1155/2022/4867630"
"35680054","Act natural: Functional connectivity from naturalistic stimuli fMRI outperforms resting-state in predicting brain activity","Gal S, Coldham Y, Tik N, Bernstein-Eliav M, Tavor I.","Neuroimage. 2022 Sep;258:119359. doi: 10.1016/j.neuroimage.2022.119359. Epub 2022 Jun 6.","Gal S","Neuroimage","2022","2022/06/09","","","10.1016/j.neuroimage.2022.119359"
"35663384","Intraoperative microseizure detection using a high-density micro-electrocorticography electrode array","Sun J, Barth K, Qiao S, Chiang CH, Wang C, Rahimpour S, Trumpis M, Duraivel S, Dubey A, Wingel KE, Rachinskiy I, Voinas AE, Ferrentino B, Southwell DG, Haglund MM, Friedman AH, Lad SP, Doyle WK, Solzbacher F, Cogan G, Sinha SR, Devore S, Devinsky O, Friedman D, Pesaran B, Viventi J.","Brain Commun. 2022 May 27;4(3):fcac122. doi: 10.1093/braincomms/fcac122. eCollection 2022.","Sun J","Brain Commun","2022","2022/06/06","PMC9155612","","10.1093/braincomms/fcac122"
"35655726","Diagnostic Value of Magnetic Resonance Imaging Scan, Multislice Spiral Computed Tomography Three-Dimensional Reconstruction Combined with Plain Film X-Ray in Spinal Injuries","Xin D, Lei L.","Contrast Media Mol Imaging. 2022 May 16;2022:8998231. doi: 10.1155/2022/8998231. eCollection 2022.","Xin D","Contrast Media Mol Imaging","2022","2022/06/03","PMC9126705","","10.1155/2022/8998231"
